,TEMP,DEWP,PRCP,STP,WDSP
2012-01-07,49.0,27.7,0.0,966.6,10.0
2012-01-08,35.4,23.2,0.0,978.8,4.3
2012-01-09,34.7,21.0,0.0,977.9,2.1
2012-01-10,38.4,22.5,0.0,972.1,6.0
2012-01-11,33.6,27.3,0.0,967.2,3.2
2012-01-12,42.7,39.8,1.08,954.2,7.2
2012-01-13,25.2,18.7,0.13,957.6,13.9
2012-01-14,19.6,12.7,0.01,972.1,8.1
2012-01-15,19.1,11.1,0.05,981.6,3.6
2012-01-16,27.3,16.1,0.0,980.9,5.4
2012-01-17,47.9,41.0,0.08,965.6,11.4
2012-01-18,30.8,21.3,0.1,972.4,14.6
2012-01-19,23.1,15.8,0.03,972.0,5.4
2012-01-20,15.6,8.6,0.1,976.0,5.5
2012-01-21,23.2,17.7,0.45,972.1,7.9
2012-01-22,22.1,17.2,0.01,979.0,4.8
2012-01-23,42.1,36.4,0.15,968.1,8.4
2012-01-24,40.6,31.0,0.42,971.9,10.8
2012-01-25,31.8,24.2,0.0,981.8,5.2
2012-01-26,35.9,32.4,0.04,972.1,2.6
2012-01-27,46.1,43.0,0.76,959.0,10.6
2012-01-28,34.8,28.0,0.02,970.8,7.1
2012-01-29,32.9,14.7,0.04,975.0,11.1
2012-01-30,29.2,16.6,0.02,979.0,8.6
2012-01-31,49.6,23.8,0.0,974.7,9.8
2012-02-01,52.4,37.1,0.02,972.5,10.1
2012-02-02,39.3,31.8,0.01,976.0,6.9
2012-02-03,35.4,25.4,0.0,985.9,2.4
2012-02-04,33.4,28.5,0.0,980.9,1.5
2012-02-05,35.9,28.3,0.16,976.2,5.7
2012-02-06,34.0,22.6,0.0,977.8,3.6
2012-02-07,35.6,23.9,0.0,976.9,4.5
2012-02-08,32.7,27.5,0.0,978.5,6.3
2012-02-09,27.3,20.0,0.06,979.3,5.8
2012-02-10,30.2,20.0,0.0,975.0,5.1
2012-02-11,25.0,21.2,0.1,967.0,9.8
2012-02-12,17.2,10.3,0.05,974.8,11.6
2012-02-13,24.3,12.0,0.0,976.4,7.9
2012-02-14,32.5,21.4,0.0,971.4,2.9
2012-02-15,35.2,30.0,0.11,976.8,5.1
2012-02-16,40.5,36.2,0.04,974.3,4.1
2012-02-17,40.0,30.6,0.24,974.7,7.9
2012-02-18,36.0,23.3,0.0,973.2,7.1
2012-02-19,31.8,20.6,0.0,974.7,7.4
2012-02-20,30.9,17.3,0.0,978.1,6.3
2012-02-21,35.1,20.9,0.0,973.1,4.0
2012-02-22,45.5,31.5,0.01,962.3,9.1
2012-02-23,46.5,30.1,0.0,956.6,6.2
2012-02-24,44.4,35.3,0.09,954.0,9.7
2012-02-25,30.6,23.0,0.04,966.4,15.1
2012-02-26,31.5,18.0,0.09,983.0,5.9
2012-02-27,42.1,19.9,0.0,979.1,7.3
2012-02-28,34.0,20.5,0.0,985.7,5.1
2012-02-29,45.3,34.1,0.22,970.2,4.9
2012-03-01,47.8,36.2,0.72,962.0,9.9
2012-03-02,40.6,30.6,0.0,965.9,4.3
2012-03-03,44.7,33.0,0.13,958.4,11.9
2012-03-04,32.5,20.3,0.0,964.1,9.0
2012-03-05,28.0,22.1,0.05,972.3,8.2
2012-03-06,29.9,17.9,0.01,986.7,5.5
2012-03-07,50.6,22.7,0.0,982.9,8.2
2012-03-08,56.4,40.8,0.0,974.9,10.4
2012-03-09,37.3,26.7,0.84,978.2,12.9
2012-03-10,31.4,13.2,0.0,987.5,7.0
2012-03-11,44.6,19.3,0.0,985.0,3.1
2012-03-12,50.8,34.9,0.0,979.9,2.4
2012-03-13,61.7,50.9,0.29,973.4,9.3
2012-03-14,58.4,39.3,0.0,977.4,3.7
2012-03-15,62.6,43.8,0.0,977.3,3.8
2012-03-16,62.1,53.1,0.5,976.7,5.0
2012-03-17,61.9,49.0,0.04,979.1,2.5
2012-03-18,66.1,49.4,0.0,978.5,4.8
2012-03-19,64.1,54.8,0.43,976.7,3.4
2012-03-20,65.5,53.3,0.26,978.0,2.0
2012-03-21,67.2,52.7,0.0,979.3,5.2
2012-03-22,65.9,52.1,0.0,978.0,3.0
2012-03-23,67.1,47.1,0.0,974.1,1.6
2012-03-24,64.4,56.1,0.36,968.3,4.7
2012-03-25,58.0,52.2,0.02,967.3,5.4
2012-03-26,46.8,31.8,0.0,974.6,12.4
2012-03-27,37.3,14.1,0.0,982.1,5.0
2012-03-28,58.5,31.6,0.0,968.2,9.3
2012-03-29,48.6,33.2,0.19,970.9,11.7
2012-03-30,43.8,31.9,0.0,971.7,4.8
2012-03-31,49.1,42.7,0.3,966.1,8.3
2012-04-01,47.8,35.8,0.0,966.7,5.3
2012-04-02,49.1,35.6,0.15,967.7,8.1
2012-04-03,50.2,25.0,0.0,971.7,2.9
2012-04-04,57.5,31.7,0.0,966.6,8.4
2012-04-05,45.7,25.6,0.0,968.7,7.5
2012-04-06,44.2,21.6,0.0,974.7,10.4
2012-04-07,46.3,19.3,0.0,979.6,6.7
2012-04-08,49.5,25.3,0.0,974.8,8.1
2012-04-09,48.8,29.1,0.0,970.1,11.3
2012-04-10,42.8,28.6,0.2,966.9,9.8
2012-04-11,38.6,29.5,0.02,971.9,10.6
2012-04-12,42.1,29.1,0.02,977.9,6.6
2012-04-13,48.7,27.1,0.0,979.3,2.5
2012-04-14,51.2,35.0,0.0,977.4,2.4
2012-04-15,62.7,52.2,0.22,972.6,7.3
2012-04-16,72.3,51.0,0.0,970.5,10.3
2012-04-17,58.4,38.7,0.0,979.5,8.8
2012-04-18,52.7,31.3,0.0,979.9,4.0
2012-04-19,57.5,42.1,0.0,974.4,2.7
2012-04-20,63.6,42.9,0.0,968.7,4.3
2012-04-21,53.7,44.4,0.02,965.5,7.9
2012-04-22,42.5,37.6,0.28,967.4,8.2
2012-04-23,39.8,33.1,0.23,958.3,14.2
2012-04-24,42.8,22.5,0.08,957.1,11.1
2012-04-25,51.4,25.6,0.0,964.8,4.6
2012-04-26,56.4,44.0,0.0,963.3,5.3
2012-04-27,44.2,29.2,0.04,974.0,11.0
2012-04-28,40.1,25.9,0.0,979.2,4.9
2012-04-29,48.1,26.9,0.02,979.3,4.4
2012-04-30,59.9,31.0,0.0,976.6,5.1
2012-05-01,69.4,55.1,0.23,971.8,7.3
2012-05-02,69.3,59.2,0.08,972.7,5.9
2012-05-03,75.5,61.0,0.87,974.2,5.7
2012-05-04,74.0,60.3,0.83,972.3,5.4
2012-05-05,69.7,60.1,0.0,970.4,5.0
2012-05-06,67.7,50.1,0.0,972.6,5.6
2012-05-07,69.6,54.5,0.0,969.9,4.4
2012-05-08,66.6,61.0,1.05,965.9,6.4
2012-05-09,60.9,50.2,0.78,966.0,4.1
2012-05-10,52.9,40.5,0.04,966.4,10.8
2012-05-11,54.8,35.2,0.0,975.2,6.9
2012-05-12,59.3,39.9,0.0,980.4,2.4
2012-05-13,59.3,49.9,0.0,978.9,1.4
2012-05-14,58.9,55.6,0.36,974.8,3.1
2012-05-15,63.7,54.5,0.05,972.3,2.6
2012-05-16,66.0,52.0,0.0,970.5,7.3
2012-05-17,54.1,35.3,0.0,976.6,5.1
2012-05-18,62.1,38.3,0.0,976.8,3.2
2012-05-19,67.0,44.5,0.0,977.2,2.4
2012-05-20,71.3,51.3,0.0,977.7,2.6
2012-05-21,70.6,53.2,0.0,973.9,4.2
2012-05-22,67.8,59.8,0.0,969.3,4.5
2012-05-23,67.3,56.3,0.0,969.9,4.6
2012-05-24,71.4,58.8,0.0,971.4,5.5
2012-05-25,74.9,60.6,0.0,973.7,6.6
2012-05-26,79.2,63.5,0.0,976.6,3.9
2012-05-27,77.2,61.1,0.0,976.2,3.7
2012-05-28,78.0,64.6,0.0,973.0,5.5
2012-05-29,76.8,65.3,0.0,967.9,5.9
2012-05-30,70.8,57.0,1.29,966.5,4.5
2012-05-31,65.3,46.9,0.0,968.6,3.2
2012-06-01,66.2,56.9,0.12,963.6,6.8
2012-06-02,58.5,46.5,0.29,965.1,8.4
2012-06-03,61.6,47.1,0.0,966.0,8.3
2012-06-04,61.2,48.6,0.21,964.8,7.0
2012-06-05,57.8,47.9,0.0,968.8,5.5
2012-06-06,60.2,45.9,0.02,972.1,3.1
2012-06-07,64.5,47.4,0.0,973.6,5.2
2012-06-08,67.8,49.2,0.0,973.6,5.0
2012-06-09,72.0,50.3,0.0,972.5,4.2
2012-06-10,75.8,53.5,0.0,974.8,3.1
2012-06-11,73.8,59.2,0.0,974.5,3.7
2012-06-12,74.1,66.5,0.4,969.8,6.1
2012-06-13,67.4,47.3,0.01,974.7,8.8
2012-06-14,66.9,50.3,0.0,977.8,5.6
2012-06-15,71.0,54.4,0.0,979.4,4.6
2012-06-16,72.3,54.0,0.0,979.9,4.6
2012-06-17,72.7,57.1,0.0,974.5,6.7
2012-06-18,74.4,64.5,0.0,971.1,5.0
2012-06-19,77.5,63.4,0.0,974.8,5.5
2012-06-20,81.1,62.9,0.0,977.3,3.2
2012-06-21,82.2,63.2,0.0,973.3,3.8
2012-06-22,76.9,61.9,0.0,969.9,6.0
2012-06-23,72.1,52.3,0.08,972.5,4.1
2012-06-24,73.0,50.8,0.0,973.9,2.6
2012-06-25,72.7,51.2,0.04,969.0,10.2
2012-06-26,65.2,44.8,0.0,971.4,10.4
2012-06-27,70.4,47.7,0.0,971.4,7.6
2012-06-28,78.1,53.0,0.0,969.0,5.0
2012-06-29,88.4,67.1,0.0,966.2,7.8
2012-06-30,72.7,62.5,0.06,968.3,4.9
2012-07-01,82.0,62.3,0.01,970.0,5.7
2012-07-02,77.8,57.6,0.0,973.0,5.6
2012-07-03,77.9,61.2,0.0,972.5,4.1
2012-07-04,79.6,66.4,1.25,970.5,5.8
2012-07-05,79.7,65.4,0.11,970.4,5.3
2012-07-06,83.5,68.1,0.0,971.8,2.7
2012-07-07,85.2,68.3,0.0,971.3,4.7
2012-07-08,81.4,68.0,0.0,970.7,6.0
2012-07-09,76.7,55.2,0.0,972.6,8.3
2012-07-10,74.4,53.0,0.0,974.1,4.0
2012-07-11,75.1,51.6,0.0,976.4,4.8
2012-07-12,76.9,59.0,0.01,977.4,1.9
2012-07-13,74.9,55.9,0.0,979.2,4.8
2012-07-14,70.9,63.0,0.01,977.9,3.7
2012-07-15,76.6,68.8,0.23,976.1,5.3
2012-07-16,80.5,64.9,0.0,972.6,7.5
2012-07-17,82.3,61.6,0.0,970.1,4.0
2012-07-18,79.7,69.7,0.0,969.9,5.4
2012-07-19,72.6,67.5,0.35,971.8,4.1
2012-07-20,71.4,68.9,1.45,970.1,4.0
2012-07-21,67.2,62.4,0.2,974.1,4.6
2012-07-22,72.6,62.2,0.01,977.0,2.6
2012-07-23,77.6,64.6,0.0,975.3,5.6
2012-07-24,79.2,69.4,0.0,968.7,7.8
2012-07-25,71.5,53.8,0.78,971.1,5.5
2012-07-26,79.4,67.2,0.09,964.6,8.2
2012-07-27,74.7,68.2,0.43,966.9,5.9
2012-07-28,69.5,64.6,1.62,970.8,4.9
2012-07-29,72.3,60.6,0.05,974.7,3.5
2012-07-30,75.4,59.6,0.0,974.3,1.9
2012-07-31,77.3,62.2,0.0,970.5,4.0
2012-08-01,75.6,64.5,0.5,969.3,3.2
2012-08-02,75.2,58.8,0.0,970.0,2.7
2012-08-03,77.6,62.7,0.0,971.8,2.0
2012-08-04,80.7,67.2,0.0,974.3,5.0
2012-08-05,77.5,69.2,0.0,974.0,7.0
2012-08-06,73.7,63.3,1.11,975.9,4.1
2012-08-07,73.0,58.0,0.0,973.6,2.1
2012-08-08,75.0,59.3,0.0,972.2,2.3
2012-08-09,74.6,65.1,0.01,970.3,3.6
2012-08-10,70.4,63.3,0.81,965.2,5.3
2012-08-11,64.3,56.6,0.01,967.6,6.3
2012-08-12,66.8,58.2,0.01,972.4,3.9
2012-08-13,70.6,57.6,0.0,973.5,2.1
2012-08-14,70.6,61.4,0.0,970.2,2.4
2012-08-15,69.5,60.8,0.22,970.8,4.0
2012-08-16,71.2,58.5,0.0,972.4,3.0
2012-08-17,71.3,61.0,0.0,969.2,4.1
2012-08-18,67.7,53.5,0.13,971.3,2.9
2012-08-19,67.4,51.6,0.0,970.4,2.1
2012-08-20,67.0,56.0,0.22,969.5,4.0
2012-08-21,63.9,54.0,0.02,974.0,2.4
2012-08-22,64.3,54.4,0.07,977.2,1.1
2012-08-23,70.0,54.8,0.0,977.9,1.0
2012-08-24,72.3,56.2,0.0,977.7,1.4
2012-08-25,74.8,58.8,0.0,978.3,3.4
2012-08-26,72.7,57.8,0.0,978.8,4.1
2012-08-27,73.7,62.4,0.0,975.0,4.1
2012-08-28,73.5,63.3,0.05,972.9,6.8
2012-08-29,68.3,53.8,0.01,974.4,5.5
2012-08-30,68.1,51.3,0.0,976.1,1.8
2012-08-31,73.0,57.0,0.0,976.2,3.5
2012-09-01,78.6,66.7,0.0,975.7,4.1
2012-09-02,73.1,68.4,0.24,974.3,3.0
2012-09-03,75.9,67.8,0.0,972.0,4.9
2012-09-04,75.4,68.8,0.52,970.2,4.1
2012-09-05,74.8,66.7,0.34,968.6,3.8
2012-09-06,76.5,64.6,0.0,969.2,3.2
2012-09-07,75.3,64.6,0.0,970.4,3.6
2012-09-08,69.1,61.2,0.22,963.5,7.2
2012-09-09,61.0,51.8,0.28,969.6,6.0
2012-09-10,59.8,46.0,0.0,976.6,6.8
2012-09-11,60.0,46.8,0.0,980.9,1.7
2012-09-12,64.1,49.8,0.0,982.0,1.2
2012-09-13,68.3,54.4,0.0,982.4,1.3
2012-09-14,68.4,57.2,0.0,979.5,4.2
2012-09-15,60.4,51.1,0.02,981.0,5.1
2012-09-16,59.5,44.9,0.0,978.0,1.9
2012-09-17,60.7,45.8,0.0,973.8,1.9
2012-09-18,64.3,59.5,0.88,963.3,6.7
2012-09-19,53.6,41.8,0.21,973.9,4.9
2012-09-20,56.0,41.0,0.0,975.0,3.1
2012-09-21,66.3,50.8,0.0,971.4,5.7
2012-09-22,64.4,51.9,0.1,966.5,8.2
2012-09-23,49.7,41.6,0.06,976.0,6.1
2012-09-24,51.2,39.1,0.0,978.5,3.9
2012-09-25,53.5,39.8,0.0,975.3,4.2
2012-09-26,61.6,56.7,0.18,973.9,6.9
2012-09-27,63.1,61.0,0.43,976.6,3.9
2012-09-28,57.9,50.8,1.21,976.1,6.4
2012-09-29,53.8,43.9,0.0,973.7,3.0
2012-09-30,54.0,47.7,0.01,969.2,1.5
2012-10-01,51.4,43.5,0.1,969.8,2.4
2012-10-02,62.7,57.7,0.11,966.8,4.5
2012-10-03,68.2,61.3,0.05,972.4,4.5
2012-10-04,64.6,54.0,0.0,977.9,3.7
2012-10-05,65.6,53.4,0.0,975.6,5.4
2012-10-06,55.1,44.9,0.11,971.0,8.6
2012-10-07,45.9,35.7,0.02,975.2,3.8
2012-10-08,40.8,35.2,0.0,979.1,1.5
2012-10-09,43.6,36.1,0.0,977.6,2.0
2012-10-10,47.6,39.8,0.0,971.6,6.0
2012-10-11,44.1,28.2,0.01,978.7,6.5
2012-10-12,47.2,31.8,0.0,980.4,6.3
2012-10-13,46.1,31.5,0.0,983.2,3.8
2012-10-14,65.9,48.1,0.0,972.8,8.6
2012-10-15,60.7,48.9,0.0,964.4,10.0
2012-10-16,49.2,40.4,0.22,969.8,6.1
2012-10-17,51.9,39.2,0.0,968.3,3.2
2012-10-18,56.3,42.0,0.0,963.4,7.5
2012-10-19,52.9,43.0,0.17,963.4,5.7
2012-10-20,49.5,40.7,0.1,964.1,7.5
2012-10-21,50.0,37.6,0.03,973.5,5.5
2012-10-22,52.2,39.8,0.0,977.1,1.5
2012-10-23,66.1,48.6,0.0,974.6,4.5
2012-10-24,66.1,48.7,0.0,975.5,3.1
2012-10-25,66.2,48.1,0.0,975.3,2.5
2012-10-26,65.0,50.1,0.0,974.0,5.4
2012-10-27,50.4,46.5,0.0,972.6,8.3
2012-10-28,44.5,41.8,0.36,970.6,11.2
2012-10-29,42.0,39.3,0.36,963.0,14.6
2012-10-30,42.2,39.0,1.99,944.4,13.6
2012-10-31,38.8,36.8,0.72,954.4,7.1
2012-11-01,39.3,36.5,0.28,961.5,8.3
2012-11-02,37.9,31.7,0.03,965.8,8.1
2012-11-03,38.0,30.8,0.01,973.8,8.9
2012-11-04,37.5,28.2,0.0,975.5,6.1
2012-11-05,36.7,27.0,0.0,975.9,5.1
2012-11-06,36.9,23.8,0.0,975.0,3.8
2012-11-07,34.9,23.9,0.0,970.7,4.4
2012-11-08,33.6,22.9,0.0,975.0,5.3
2012-11-09,37.8,28.4,0.0,978.4,2.8
2012-11-10,48.9,34.4,0.02,979.1,3.6
2012-11-11,56.2,33.8,0.0,981.2,3.7
2012-11-12,61.0,41.0,0.0,976.9,8.5
2012-11-13,35.7,25.6,0.18,984.4,7.1
2012-11-14,34.9,23.6,0.0,988.5,5.1
2012-11-15,35.4,23.7,0.0,983.0,1.2
2012-11-16,38.4,27.0,0.0,983.7,3.7
2012-11-17,40.0,27.9,0.0,989.1,3.0
2012-11-18,42.7,27.8,0.0,988.8,4.0
2012-11-19,41.4,29.0,0.0,984.7,2.1
2012-11-20,42.2,32.0,0.0,977.7,0.8
2012-11-21,43.9,29.6,0.0,978.0,0.6
2012-11-22,42.9,26.9,0.0,978.8,1.6
2012-11-23,47.8,32.6,0.0,970.0,7.7
2012-11-24,30.8,21.6,0.02,972.2,11.3
2012-11-25,31.4,18.0,0.01,971.8,7.8
2012-11-26,35.8,22.4,0.0,974.4,3.8
2012-11-27,35.5,26.5,0.0,979.3,4.8
2012-11-28,33.6,19.7,0.01,981.0,6.0
2012-11-29,32.9,19.3,0.0,983.1,3.0
2012-11-30,38.6,22.8,0.0,980.4,2.1
2012-12-01,45.2,31.7,0.0,980.6,2.2
2012-12-02,50.8,41.8,0.0,977.1,7.1
2012-12-03,55.8,53.5,0.02,977.6,4.2
2012-12-04,57.8,51.7,0.0,975.9,6.9
2012-12-05,41.6,35.8,0.47,978.4,7.7
2012-12-06,33.1,21.8,0.0,980.4,3.3
2012-12-07,43.1,38.0,0.31,972.2,1.4
2012-12-08,51.4,49.1,0.74,968.0,4.5
2012-12-09,43.8,38.4,0.02,973.7,6.8
2012-12-10,52.4,49.9,0.41,961.8,8.2
2012-12-11,35.5,30.8,0.67,969.5,5.8
2012-12-12,31.9,23.8,0.02,982.0,2.0
2012-12-13,30.3,20.6,0.0,984.3,0.9
2012-12-14,34.0,22.7,0.0,980.7,2.0
2012-12-15,37.5,25.3,0.0,977.0,2.2
2012-12-16,50.7,37.6,0.01,966.7,5.1
2012-12-17,51.6,48.2,0.0,962.4,3.3
2012-12-18,42.6,38.5,0.84,959.8,7.8
2012-12-19,39.0,33.1,0.01,968.8,4.2
2012-12-20,37.8,32.9,0.51,969.3,7.0
2012-12-21,35.3,28.6,0.1,952.2,14.3
2012-12-22,30.0,22.4,0.0,967.0,15.8
2012-12-23,28.7,19.5,0.04,971.5,6.1
2012-12-24,29.4,23.6,0.0,969.3,2.8
2012-12-25,33.8,29.9,0.05,972.5,5.9
2012-12-26,30.1,24.5,0.0,970.2,9.8
2012-12-27,28.8,25.6,0.59,964.8,10.1
2012-12-28,28.6,21.5,0.0,975.0,4.5
2012-12-29,28.1,24.0,0.19,964.7,6.3
2012-12-30,27.5,22.2,0.16,975.5,11.6
2012-12-31,25.7,19.4,0.02,978.4,7.5
2013-01-01,30.4,26.9,0.09,972.1,6.9
2013-01-02,21.4,12.7,0.03,975.4,4.5
2013-01-03,18.8,10.1,0.0,977.4,3.1
2013-01-04,28.5,18.5,0.0,977.6,9.2
2013-01-05,28.4,18.1,0.0,980.7,7.3
2013-01-06,34.3,24.2,0.0,974.5,5.3
2013-01-07,31.7,25.1,0.0,981.7,6.6
2013-01-08,27.7,19.9,0.0,981.8,2.0
2013-01-09,36.2,29.0,0.0,980.7,4.8
2013-01-10,34.9,27.3,0.0,988.2,3.8
2013-01-11,42.5,34.0,0.0,977.0,5.1
2013-01-12,52.5,50.2,0.3,973.4,3.3
2013-01-13,59.9,51.9,0.01,969.5,6.1
2013-01-14,43.6,36.3,0.06,976.3,8.2
2013-01-15,28.8,20.6,0.01,982.1,5.5
2013-01-16,31.5,27.4,0.15,971.9,4.1
2013-01-17,31.9,26.2,0.02,974.3,5.2
2013-01-18,26.2,15.8,0.01,982.3,9.1
2013-01-19,39.0,15.4,0.0,976.9,11.7
2013-01-20,39.4,18.3,0.0,969.1,15.1
2013-01-21,22.2,12.8,0.0,972.6,7.7
2013-01-22,9.8,-0.6,0.13,975.6,12.1
2013-01-23,8.6,-2.0,0.0,979.1,5.5
2013-01-24,15.5,6.5,0.01,979.5,6.1
2013-01-25,13.4,5.6,0.23,981.5,3.1
2013-01-26,21.0,15.9,0.01,976.2,5.5
2013-01-27,19.7,12.7,0.03,986.2,2.7
2013-01-28,35.4,30.1,0.26,977.6,6.1
2013-01-29,53.1,49.1,0.19,972.2,7.0
2013-01-30,57.8,49.3,0.01,959.3,8.0
2013-01-31,34.4,26.6,0.87,956.1,15.6
2013-02-01,17.9,8.4,0.11,971.9,12.1
2013-02-02,13.7,6.6,0.0,977.4,5.9
2013-02-03,22.3,18.0,0.05,968.2,6.0
2013-02-04,19.8,13.0,0.01,971.1,6.8
2013-02-05,26.6,23.6,0.1,967.0,1.6
2013-02-06,28.1,21.5,0.02,974.6,5.0
2013-02-07,26.6,18.0,0.0,979.4,3.0
2013-02-08,34.1,27.7,0.0,968.5,10.3
2013-02-09,26.4,17.0,0.11,980.1,11.5
2013-02-10,28.9,16.1,0.0,980.1,2.3
2013-02-11,46.2,32.5,0.04,966.5,10.3
2013-02-12,36.0,23.4,0.0,970.9,11.1
2013-02-13,30.6,23.6,0.0,966.1,1.6
2013-02-14,31.6,27.4,0.16,967.7,5.9
2013-02-15,36.6,26.8,0.0,970.6,6.8
2013-02-16,26.4,18.0,0.03,971.9,5.5
2013-02-17,19.5,11.4,0.03,971.4,11.3
2013-02-18,20.8,7.9,0.07,978.1,5.2
2013-02-19,38.4,28.8,0.1,965.3,10.5
2013-02-20,20.7,10.7,0.03,972.2,12.9
2013-02-21,20.1,12.9,0.05,979.2,7.2
2013-02-22,26.4,19.5,0.1,976.2,6.5
2013-02-23,35.9,31.5,0.01,970.0,2.4
2013-02-24,30.2,22.9,0.0,970.0,6.8
2013-02-25,32.1,20.7,0.0,976.7,2.2
2013-02-26,35.8,23.5,0.0,969.7,8.8
2013-02-27,40.2,34.7,0.93,958.9,7.7
2013-02-28,34.8,29.2,0.08,960.2,6.7
2013-03-01,31.7,25.6,0.05,967.1,10.3
2013-03-02,27.6,19.4,0.01,969.6,8.2
2013-03-03,26.9,18.1,0.01,969.5,9.9
2013-03-04,27.9,16.4,0.03,973.0,9.1
2013-03-05,30.7,16.0,0.0,972.0,3.9
2013-03-06,37.2,25.3,0.11,966.1,9.2
2013-03-07,36.5,27.3,0.02,977.3,7.6
2013-03-08,33.4,25.7,0.01,982.8,10.2
2013-03-09,35.3,23.1,0.0,983.3,3.5
2013-03-10,52.4,24.9,0.0,976.2,4.7
2013-03-11,57.6,30.0,0.0,968.8,7.6
2013-03-12,42.3,34.4,0.25,966.8,8.9
2013-03-13,33.6,24.9,0.01,970.7,8.7
2013-03-14,30.0,16.9,0.02,976.5,13.4
2013-03-15,36.2,21.5,0.0,971.8,7.2
2013-03-16,37.8,33.6,0.05,964.1,5.8
2013-03-17,32.0,23.8,0.04,974.3,4.6
2013-03-18,33.3,26.3,0.03,971.4,10.3
2013-03-19,38.7,27.5,0.38,964.3,12.5
2013-03-20,31.6,15.6,0.03,968.9,11.1
2013-03-21,24.0,11.8,0.0,967.2,9.5
2013-03-22,28.3,17.4,0.0,969.3,10.1
2013-03-23,31.9,18.4,0.0,971.9,2.9
2013-03-24,33.9,19.9,0.0,967.5,7.0
2013-03-25,33.7,30.3,0.14,955.6,7.8
2013-03-26,35.1,29.8,0.24,967.2,8.7
2013-03-27,36.5,28.0,0.09,974.8,9.4
2013-03-28,38.0,26.8,0.06,977.6,9.9
2013-03-29,42.3,25.9,0.0,979.6,4.8
2013-03-30,41.0,20.1,0.0,978.3,2.6
2013-03-31,45.9,29.3,0.0,968.2,3.5
2013-04-01,43.0,30.7,0.09,966.1,11.1
2013-04-02,32.4,14.3,0.02,974.6,10.5
2013-04-03,32.4,11.9,0.0,980.2,8.9
2013-04-04,34.7,9.6,0.0,980.6,3.7
2013-04-05,44.7,19.2,0.0,971.5,7.4
2013-04-06,39.1,14.2,0.0,978.5,4.8
2013-04-07,60.1,27.9,0.0,970.4,10.1
2013-04-08,61.0,41.0,0.0,971.7,5.9
2013-04-09,68.2,47.8,0.0,972.6,7.3
2013-04-10,72.8,53.3,0.0,969.6,8.8
2013-04-11,64.1,56.1,0.87,966.5,4.5
2013-04-12,58.3,49.7,0.34,959.6,10.4
2013-04-13,44.8,31.0,0.03,968.7,9.1
2013-04-14,45.9,28.9,0.0,974.1,4.2
2013-04-15,59.3,39.4,0.0,973.8,7.6
2013-04-16,64.1,49.4,0.0,975.2,8.2
2013-04-17,58.2,49.6,1.05,979.1,5.4
2013-04-18,69.8,54.0,0.0,972.3,8.7
2013-04-19,65.2,49.8,0.0,961.8,11.4
2013-04-20,42.3,26.1,0.16,972.5,12.4
2013-04-21,39.6,20.7,0.02,987.7,4.2
2013-04-22,49.9,23.0,0.0,985.4,7.6
2013-04-23,54.5,29.6,0.0,978.6,6.2
2013-04-24,59.4,41.9,0.0,968.6,8.9
2013-04-25,43.4,30.0,0.5,978.8,8.1
2013-04-26,47.1,32.3,0.02,985.1,2.6
2013-04-27,54.6,29.6,0.0,983.1,3.4
2013-04-28,58.3,42.7,0.0,974.9,7.6
2013-04-29,56.5,50.4,0.25,971.2,5.1
2013-04-30,61.3,51.3,0.03,975.0,5.0
2013-05-01,63.4,47.7,0.0,980.2,8.2
2013-05-02,64.8,34.3,0.0,982.2,7.6
2013-05-03,64.1,34.4,0.0,979.5,10.3
2013-05-04,60.8,37.0,0.0,978.0,10.5
2013-05-05,61.7,33.4,0.0,975.8,10.6
2013-05-06,60.1,38.0,0.0,974.2,10.1
2013-05-07,61.6,52.1,0.0,972.8,7.8
2013-05-08,62.4,49.6,0.14,971.0,5.7
2013-05-09,64.7,50.4,0.11,971.1,6.8
2013-05-10,64.6,53.3,0.05,970.8,4.4
2013-05-11,57.9,53.3,0.47,966.4,7.8
2013-05-12,48.0,34.0,0.02,969.3,11.0
2013-05-13,44.4,24.4,0.0,975.1,9.3
2013-05-14,46.3,28.2,0.0,976.1,4.5
2013-05-15,66.0,47.5,0.0,966.7,8.2
2013-05-16,71.1,54.1,0.38,967.7,5.7
2013-05-17,68.1,54.1,0.37,974.1,3.2
2013-05-18,69.6,48.3,0.0,975.8,3.8
2013-05-19,69.0,58.2,0.0,974.8,6.8
2013-05-20,72.1,61.0,0.0,973.0,5.4
2013-05-21,76.4,63.7,0.0,970.3,5.9
2013-05-22,75.3,60.5,0.0,967.8,7.3
2013-05-23,67.5,59.3,0.12,966.5,7.6
2013-05-24,47.9,40.0,0.75,974.5,14.0
2013-05-25,46.3,31.4,0.0,981.4,9.7
2013-05-26,52.4,31.7,0.0,980.7,7.4
2013-05-27,53.5,37.4,0.0,980.4,2.5
2013-05-28,63.5,54.1,0.16,974.7,5.9
2013-05-29,75.8,58.5,0.19,974.3,7.6
2013-05-30,76.4,59.1,0.0,977.2,3.6
2013-05-31,77.3,60.8,0.0,975.8,4.9
2013-06-01,76.7,61.7,0.05,971.8,7.6
2013-06-02,75.3,61.0,0.06,967.3,8.1
2013-06-03,64.7,51.9,0.0,970.5,7.9
2013-06-04,58.7,40.4,0.0,976.1,3.7
2013-06-05,66.5,47.1,0.0,975.5,3.4
2013-06-06,68.4,61.2,0.1,968.7,5.8
